candidate_id,degree,gpa,skills,experience_years,certification,projects,soft_skill,location
1133,Software Engineering,2.83,React,7,AWS,4,Teamwork,Nairobi
1134,Software Engineering,3.61,Flask,3,None,6,Teamwork,Kisumu
1135,Computer Science,3.51,React,1,Google Cloud,5,Teamwork,Mombasa
1136,Data Science,2.77,JavaScript,5,AWS,0,Problem Solving,Kisumu
1137,Software Engineering,2.84,C++,0,Cisco,0,Problem Solving,Kisumu
1138,Software Engineering,3.99,React,7,Cisco,4,Leadership,Kisumu
1139,Data Science,3.94,JavaScript,6,Cisco,5,Teamwork,Kisumu
1140,Data Science,3.5,Flask,1,Cisco,3,Problem Solving,Remote
1141,Computer Science,3.62,React,4,Cisco,0,Communication,Remote
1142,Software Engineering,3.2,Python,0,AWS,6,Leadership,Nairobi
1143,Software Engineering,3.43,Python,4,None,5,Problem Solving,Mombasa
1144,Computer Science,3.5,C++,1,None,3,Teamwork,Kisumu
1145,Data Science,3.61,C++,0,Cisco,3,Leadership,Kisumu
1146,Data Science,2.46,React,2,Google Cloud,0,Communication,Remote
1147,Data Science,3.59,Machine Learning,4,AWS,2,Communication,Kisumu
1148,Data Science,2.43,Java,7,Google Cloud,2,Teamwork,Remote
1149,Software Engineering,3.99,JavaScript,0,None,3,Teamwork,Remote
1150,Computer Science,2.6,Flask,5,Google Cloud,0,Communication,Remote
1151,Data Science,2.77,Python,3,Google Cloud,4,Leadership,Mombasa
1152,Software Engineering,2.88,Python,6,AWS,3,Communication,Nairobi
1153,Computer Science,3.52,React,1,Cisco,6,Communication,Nairobi
1154,Software Engineering,3.73,C++,4,AWS,6,Communication,Remote
1155,Software Engineering,3.19,React,1,Google Cloud,2,Problem Solving,Nairobi
1156,Data Science,2.69,Flask,6,None,2,Communication,Remote
1157,Information Technology,3.73,JavaScript,0,Google Cloud,5,Teamwork,Kisumu
1158,Computer Science,2.19,SQL,4,Cisco,6,Communication,Mombasa
1159,Software Engineering,3.82,C++,2,Google Cloud,0,Problem Solving,Kisumu
1160,Data Science,2.73,Java,4,None,6,Teamwork,Nairobi
1161,Software Engineering,2.87,JavaScript,0,AWS,2,Communication,Nairobi
1162,Software Engineering,2.09,Java,4,Google Cloud,6,Teamwork,Remote
1163,Information Technology,4.0,JavaScript,4,None,4,Problem Solving,Kisumu
1164,Data Science,3.56,Python,2,AWS,3,Leadership,Mombasa
1165,Data Science,2.9,JavaScript,3,None,1,Leadership,Remote
1166,Information Technology,2.9,Machine Learning,1,None,1,Leadership,Mombasa
1167,Data Science,3.52,C++,2,AWS,3,Leadership,Remote
1168,Software Engineering,3.48,SQL,4,AWS,2,Communication,Kisumu
1169,Computer Science,3.51,Java,2,AWS,5,Problem Solving,Mombasa
1170,Computer Science,2.91,SQL,2,None,5,Leadership,Kisumu
1171,Computer Science,2.31,Flask,4,Google Cloud,5,Leadership,Kisumu
1172,Software Engineering,3.35,Java,5,None,6,Leadership,Mombasa
1173,Information Technology,2.87,JavaScript,3,None,4,Communication,Kisumu
1174,Data Science,2.21,Flask,6,None,3,Communication,Remote
1175,Information Technology,2.32,Python,3,None,3,Leadership,Mombasa
1176,Computer Science,3.14,Machine Learning,1,AWS,6,Problem Solving,Nairobi
1177,Software Engineering,2.79,Python,7,AWS,6,Leadership,Kisumu
1178,Information Technology,2.08,Flask,7,AWS,3,Problem Solving,Kisumu
1179,Information Technology,3.23,SQL,6,None,1,Leadership,Remote
1180,Information Technology,2.67,JavaScript,2,None,5,Leadership,Mombasa
1181,Information Technology,2.12,JavaScript,2,AWS,2,Problem Solving,Mombasa
1182,Software Engineering,3.96,Java,3,AWS,4,Problem Solving,Nairobi
1183,Data Science,3.29,Flask,4,Google Cloud,5,Leadership,Remote
1184,Software Engineering,3.63,Flask,6,AWS,0,Communication,Mombasa
1185,Software Engineering,3.77,React,5,Cisco,0,Teamwork,Nairobi
1186,Software Engineering,3.86,Python,1,Google Cloud,5,Communication,Remote
1187,Information Technology,2.04,React,4,AWS,4,Leadership,Kisumu
1188,Computer Science,2.08,SQL,6,AWS,2,Problem Solving,Kisumu
1189,Computer Science,2.77,React,1,None,0,Teamwork,Nairobi
1190,Software Engineering,2.67,JavaScript,0,Cisco,6,Communication,Remote
1191,Software Engineering,3.01,C++,5,Google Cloud,0,Leadership,Kisumu
1192,Software Engineering,3.36,Machine Learning,4,AWS,5,Problem Solving,Mombasa
1193,Data Science,2.06,JavaScript,0,Google Cloud,2,Communication,Kisumu
1194,Software Engineering,2.33,Flask,4,Google Cloud,1,Communication,Nairobi
1195,Data Science,2.33,Machine Learning,4,Google Cloud,3,Leadership,Remote
1196,Computer Science,2.45,Java,1,Google Cloud,6,Teamwork,Kisumu
1197,Data Science,2.14,SQL,7,Google Cloud,0,Communication,Kisumu
1198,Computer Science,3.96,SQL,2,Google Cloud,4,Problem Solving,Kisumu
1199,Software Engineering,3.84,C++,3,None,4,Problem Solving,Remote
1200,Software Engineering,2.34,SQL,1,AWS,3,Communication,Mombasa
1201,Information Technology,2.71,JavaScript,2,AWS,2,Problem Solving,Nairobi
1202,Data Science,2.79,Java,4,None,5,Communication,Remote
1203,Information Technology,2.33,Machine Learning,5,Cisco,0,Teamwork,Remote
1204,Computer Science,2.1,Flask,5,AWS,0,Teamwork,Nairobi
1205,Data Science,3.03,Machine Learning,2,None,4,Teamwork,Mombasa
1206,Software Engineering,2.95,Machine Learning,3,Cisco,1,Communication,Mombasa
1207,Computer Science,3.8,C++,2,Google Cloud,1,Problem Solving,Kisumu
1208,Software Engineering,2.68,Machine Learning,3,None,6,Leadership,Remote
1209,Computer Science,2.1,React,7,AWS,2,Leadership,Mombasa
1210,Data Science,2.33,C++,2,Cisco,4,Problem Solving,Mombasa
1211,Software Engineering,2.77,Python,4,Google Cloud,4,Leadership,Remote
1212,Computer Science,3.62,Python,5,AWS,6,Teamwork,Kisumu
1213,Data Science,3.27,JavaScript,5,AWS,5,Leadership,Kisumu
1214,Computer Science,3.36,C++,7,Google Cloud,5,Communication,Remote
1215,Information Technology,2.12,Machine Learning,1,AWS,1,Leadership,Kisumu
1216,Computer Science,4.0,C++,5,Cisco,1,Communication,Remote
1217,Software Engineering,3.38,React,2,None,4,Teamwork,Mombasa
1218,Computer Science,3.91,SQL,6,None,4,Problem Solving,Remote
1219,Information Technology,3.54,SQL,5,AWS,5,Problem Solving,Remote
1220,Data Science,2.45,Python,3,None,1,Problem Solving,Mombasa
1221,Information Technology,2.4,JavaScript,3,Cisco,2,Leadership,Nairobi
1222,Information Technology,2.53,C++,3,Google Cloud,2,Communication,Nairobi
1223,Data Science,3.57,Java,2,None,4,Teamwork,Kisumu
1224,Data Science,3.79,SQL,0,None,5,Problem Solving,Kisumu
1225,Computer Science,3.03,C++,6,AWS,6,Teamwork,Mombasa
1226,Software Engineering,3.71,React,4,Cisco,1,Communication,Remote
1227,Computer Science,3.48,C++,6,AWS,5,Leadership,Kisumu
1228,Computer Science,2.21,Python,1,None,4,Teamwork,Mombasa
1229,Software Engineering,2.38,C++,3,Google Cloud,0,Communication,Kisumu
1230,Information Technology,2.56,Flask,6,None,2,Problem Solving,Remote
1231,Data Science,3.82,Machine Learning,1,Cisco,3,Problem Solving,Nairobi
1232,Computer Science,2.9,React,7,Google Cloud,4,Leadership,Mombasa
1233,Computer Science,2.29,C++,2,None,5,Communication,Kisumu
1234,Software Engineering,3.41,Machine Learning,4,Cisco,5,Leadership,Nairobi
1235,Software Engineering,2.82,Flask,1,None,5,Problem Solving,Nairobi
1236,Software Engineering,3.11,C++,7,AWS,6,Communication,Kisumu
1237,Software Engineering,3.57,SQL,5,Cisco,4,Problem Solving,Kisumu
1238,Software Engineering,3.52,Machine Learning,6,AWS,1,Communication,Remote
1239,Information Technology,3.89,Python,4,None,4,Problem Solving,Remote
1240,Computer Science,3.43,C++,1,Cisco,1,Leadership,Kisumu
1241,Information Technology,2.39,JavaScript,0,Google Cloud,1,Teamwork,Nairobi
1242,Data Science,2.15,Python,1,Google Cloud,1,Teamwork,Mombasa
1243,Computer Science,3.42,Java,2,AWS,6,Leadership,Nairobi
1244,Computer Science,3.13,Java,2,AWS,0,Problem Solving,Remote
1245,Data Science,2.52,Java,7,None,4,Problem Solving,Nairobi
1246,Computer Science,3.19,Java,1,AWS,1,Problem Solving,Kisumu
1247,Software Engineering,2.2,React,1,AWS,2,Communication,Remote
1248,Software Engineering,3.14,Machine Learning,6,None,3,Leadership,Kisumu
1249,Data Science,4.0,React,0,Cisco,4,Communication,Remote
1250,Information Technology,3.1,Flask,4,Cisco,3,Problem Solving,Remote
1251,Software Engineering,2.52,C++,0,AWS,0,Problem Solving,Nairobi
1252,Data Science,3.85,JavaScript,2,None,3,Teamwork,Remote
1253,Computer Science,2.07,JavaScript,5,Cisco,6,Teamwork,Mombasa
1254,Data Science,2.64,Machine Learning,3,Google Cloud,3,Leadership,Nairobi
1255,Computer Science,2.46,React,5,Google Cloud,3,Teamwork,Kisumu
1256,Software Engineering,3.6,Python,2,Cisco,6,Problem Solving,Kisumu
1257,Software Engineering,2.86,SQL,1,AWS,0,Teamwork,Remote
1258,Computer Science,3.77,React,3,None,0,Problem Solving,Remote
1259,Information Technology,3.74,JavaScript,1,None,2,Teamwork,Mombasa
1260,Information Technology,2.3,React,1,AWS,4,Leadership,Kisumu
1261,Software Engineering,2.14,C++,1,None,1,Problem Solving,Nairobi
1262,Computer Science,3.36,Java,1,Google Cloud,2,Communication,Mombasa
1263,Computer Science,2.59,JavaScript,5,Google Cloud,3,Communication,Remote
1264,Software Engineering,3.75,C++,2,AWS,4,Leadership,Remote
1265,Software Engineering,3.15,Flask,4,Cisco,5,Communication,Kisumu
1266,Software Engineering,2.86,C++,6,Google Cloud,2,Teamwork,Nairobi
1267,Data Science,2.41,Machine Learning,0,Google Cloud,6,Communication,Nairobi
1268,Software Engineering,3.19,Machine Learning,2,AWS,1,Problem Solving,Kisumu
1269,Software Engineering,3.78,React,0,None,0,Problem Solving,Remote
1270,Data Science,3.11,Machine Learning,5,AWS,0,Teamwork,Kisumu
1271,Software Engineering,2.75,SQL,4,Cisco,3,Leadership,Remote
1272,Data Science,2.58,Java,6,AWS,0,Teamwork,Remote
1273,Software Engineering,3.59,React,0,AWS,2,Leadership,Remote
1274,Information Technology,2.22,Python,2,None,1,Leadership,Kisumu
1275,Software Engineering,2.46,Java,6,Cisco,4,Communication,Remote
1276,Data Science,2.46,Python,1,None,5,Problem Solving,Nairobi
1277,Data Science,3.93,Flask,7,AWS,1,Problem Solving,Mombasa
1278,Information Technology,3.63,C++,7,Cisco,6,Communication,Kisumu
1279,Data Science,2.24,Machine Learning,4,None,2,Communication,Kisumu
1280,Data Science,2.99,React,6,Cisco,3,Leadership,Kisumu
1281,Data Science,3.71,C++,3,AWS,2,Communication,Kisumu
1282,Software Engineering,2.3,Machine Learning,4,AWS,1,Leadership,Remote
1283,Data Science,2.64,C++,0,AWS,4,Problem Solving,Kisumu
1284,Information Technology,2.49,JavaScript,6,Google Cloud,5,Problem Solving,Kisumu
1285,Computer Science,2.4,React,3,Cisco,6,Communication,Remote
1286,Information Technology,3.16,Python,3,None,5,Teamwork,Mombasa
1287,Software Engineering,2.97,Flask,1,AWS,3,Communication,Nairobi
1288,Computer Science,2.48,JavaScript,0,Google Cloud,5,Communication,Remote
1289,Data Science,2.44,C++,2,Cisco,6,Teamwork,Nairobi
1290,Computer Science,3.11,Machine Learning,6,AWS,3,Communication,Kisumu
1291,Information Technology,3.83,Flask,7,AWS,3,Teamwork,Nairobi
1292,Computer Science,3.91,SQL,2,Google Cloud,5,Communication,Mombasa
1293,Data Science,2.45,Java,5,AWS,0,Teamwork,Remote
1294,Software Engineering,3.41,React,2,Google Cloud,0,Leadership,Mombasa
1295,Computer Science,2.9,Python,2,AWS,3,Problem Solving,Kisumu
1296,Software Engineering,3.85,Machine Learning,3,AWS,4,Problem Solving,Mombasa
1297,Software Engineering,3.79,Flask,0,Google Cloud,3,Communication,Nairobi
1298,Information Technology,2.33,Flask,2,Google Cloud,2,Problem Solving,Remote
1299,Computer Science,2.81,Machine Learning,3,Cisco,2,Teamwork,Remote
1300,Information Technology,3.91,Flask,6,Google Cloud,5,Teamwork,Mombasa
1301,Software Engineering,2.19,Java,6,Google Cloud,2,Teamwork,Remote
1302,Software Engineering,2.63,Java,0,AWS,1,Leadership,Mombasa
1303,Information Technology,3.64,Flask,6,AWS,3,Leadership,Remote
1304,Software Engineering,2.45,Machine Learning,0,Cisco,1,Problem Solving,Kisumu
1305,Data Science,3.08,Java,0,Cisco,2,Problem Solving,Kisumu
1306,Software Engineering,3.84,Machine Learning,1,Google Cloud,5,Leadership,Nairobi
1307,Computer Science,2.5,Machine Learning,7,Google Cloud,2,Teamwork,Mombasa
1308,Information Technology,2.39,Java,2,Google Cloud,2,Leadership,Kisumu
1309,Software Engineering,2.73,SQL,5,Google Cloud,6,Communication,Remote
1310,Information Technology,3.43,Java,5,Cisco,6,Problem Solving,Remote
1311,Software Engineering,2.89,Python,1,AWS,5,Problem Solving,Nairobi
1312,Computer Science,3.38,Python,7,AWS,3,Problem Solving,Kisumu
1313,Computer Science,3.3,SQL,1,Google Cloud,2,Communication,Mombasa
1314,Information Technology,3.31,Java,7,Google Cloud,1,Leadership,Nairobi
1315,Computer Science,2.88,Java,0,None,2,Problem Solving,Kisumu
1316,Data Science,3.95,SQL,6,AWS,3,Communication,Mombasa
1317,Computer Science,2.46,Java,2,Cisco,6,Communication,Kisumu
1318,Computer Science,3.59,Machine Learning,1,None,5,Communication,Mombasa
1319,Software Engineering,3.18,Python,2,Cisco,3,Teamwork,Remote
1320,Software Engineering,3.99,Python,2,Cisco,4,Communication,Remote
1321,Computer Science,2.29,Machine Learning,6,None,5,Leadership,Kisumu
1322,Information Technology,3.87,C++,2,Cisco,6,Teamwork,Remote
1323,Information Technology,3.97,Python,2,Cisco,2,Leadership,Kisumu
1324,Computer Science,3.74,C++,3,Cisco,0,Problem Solving,Remote
1325,Computer Science,3.48,Java,1,Google Cloud,1,Leadership,Kisumu
1326,Information Technology,2.66,C++,7,AWS,5,Communication,Mombasa
1327,Software Engineering,3.48,JavaScript,4,None,1,Problem Solving,Mombasa
1328,Software Engineering,3.94,React,1,Cisco,5,Teamwork,Remote
1329,Data Science,2.8,C++,3,Cisco,1,Problem Solving,Nairobi
1330,Computer Science,3.68,SQL,7,Google Cloud,4,Leadership,Remote
1331,Software Engineering,3.59,Java,2,AWS,2,Communication,Nairobi
1332,Data Science,3.38,Machine Learning,6,Google Cloud,2,Problem Solving,Kisumu
1333,Computer Science,2.74,C++,6,Google Cloud,3,Leadership,Kisumu
1334,Information Technology,3.07,Python,3,Google Cloud,6,Leadership,Mombasa
1335,Information Technology,2.01,JavaScript,5,Cisco,0,Communication,Kisumu
1336,Software Engineering,3.82,Flask,3,Google Cloud,1,Communication,Nairobi
1337,Information Technology,3.81,Java,7,AWS,0,Problem Solving,Nairobi
1338,Information Technology,3.67,Machine Learning,5,Cisco,0,Leadership,Nairobi
1339,Computer Science,3.36,C++,7,Cisco,1,Teamwork,Remote
1340,Information Technology,3.08,SQL,7,None,0,Problem Solving,Mombasa
1341,Data Science,3.72,Java,7,AWS,4,Leadership,Remote
1342,Computer Science,3.74,Python,2,None,6,Teamwork,Mombasa
1343,Information Technology,2.07,Flask,3,AWS,6,Leadership,Nairobi
1344,Data Science,3.03,C++,4,Google Cloud,3,Communication,Kisumu
1345,Computer Science,2.16,Java,3,Cisco,2,Leadership,Nairobi
1346,Computer Science,3.7,Flask,1,AWS,6,Communication,Kisumu
1347,Software Engineering,2.09,Python,4,AWS,6,Teamwork,Kisumu
1348,Software Engineering,2.47,Java,0,Cisco,2,Leadership,Mombasa
1349,Computer Science,3.89,Python,6,Google Cloud,3,Problem Solving,Mombasa
1350,Information Technology,3.7,React,2,None,6,Teamwork,Mombasa
1351,Software Engineering,2.4,Python,6,None,6,Problem Solving,Remote
1352,Software Engineering,2.31,Python,2,Cisco,3,Leadership,Nairobi
1353,Data Science,3.44,React,6,AWS,6,Problem Solving,Mombasa
1354,Software Engineering,2.35,Machine Learning,3,Google Cloud,2,Leadership,Remote
1355,Information Technology,3.25,SQL,1,Cisco,6,Leadership,Mombasa
1356,Information Technology,2.46,JavaScript,7,Cisco,5,Communication,Kisumu
1357,Data Science,3.93,SQL,3,None,4,Problem Solving,Kisumu
1358,Software Engineering,2.09,Flask,1,AWS,2,Teamwork,Mombasa
1359,Information Technology,2.15,Machine Learning,5,Cisco,0,Problem Solving,Remote
1360,Computer Science,3.33,Java,5,AWS,3,Communication,Remote
1361,Software Engineering,3.58,Machine Learning,0,AWS,5,Problem Solving,Mombasa
1362,Data Science,3.63,React,0,Cisco,3,Problem Solving,Kisumu
1363,Information Technology,3.03,Python,5,Google Cloud,2,Problem Solving,Mombasa
1364,Data Science,3.76,Machine Learning,4,Cisco,1,Leadership,Kisumu
1365,Software Engineering,2.09,SQL,5,AWS,0,Teamwork,Remote
1366,Data Science,3.29,Machine Learning,0,Google Cloud,1,Teamwork,Kisumu
1367,Computer Science,3.02,Machine Learning,1,Cisco,1,Problem Solving,Kisumu
1368,Software Engineering,3.84,Python,3,Google Cloud,5,Leadership,Remote
1369,Software Engineering,3.57,Flask,6,Cisco,3,Communication,Mombasa
1370,Computer Science,2.07,Machine Learning,1,AWS,6,Communication,Mombasa
1371,Computer Science,3.73,JavaScript,0,AWS,4,Leadership,Remote
1372,Information Technology,3.09,C++,4,None,1,Teamwork,Kisumu
1373,Information Technology,2.46,Flask,0,None,0,Leadership,Mombasa
1374,Computer Science,2.19,Flask,2,AWS,3,Leadership,Remote
1375,Data Science,2.73,React,6,Google Cloud,4,Problem Solving,Kisumu
1376,Information Technology,3.33,Flask,7,AWS,5,Problem Solving,Nairobi
1377,Information Technology,3.26,Python,0,None,5,Problem Solving,Kisumu
1378,Data Science,2.59,Machine Learning,6,None,4,Leadership,Mombasa
1379,Information Technology,3.35,Python,5,Cisco,4,Communication,Mombasa
1380,Computer Science,2.03,C++,7,AWS,4,Problem Solving,Remote
1381,Computer Science,2.26,C++,3,Google Cloud,5,Problem Solving,Kisumu
1382,Software Engineering,3.61,Machine Learning,1,None,6,Problem Solving,Mombasa
1383,Computer Science,2.72,C++,2,Google Cloud,2,Leadership,Mombasa
1384,Information Technology,2.03,Flask,6,None,1,Communication,Mombasa
1385,Computer Science,3.78,Java,5,Cisco,1,Teamwork,Mombasa
1386,Software Engineering,3.26,Java,2,Cisco,6,Teamwork,Nairobi
1387,Data Science,2.6,Java,0,AWS,1,Leadership,Kisumu
1388,Information Technology,2.67,C++,6,Cisco,2,Problem Solving,Nairobi
1389,Computer Science,3.21,Flask,1,None,4,Communication,Kisumu
1390,Software Engineering,2.5,Java,3,Google Cloud,5,Problem Solving,Nairobi
1391,Information Technology,3.57,JavaScript,4,Google Cloud,2,Communication,Kisumu
1392,Software Engineering,2.56,JavaScript,1,Google Cloud,6,Leadership,Kisumu
1393,Computer Science,2.62,Python,1,Cisco,0,Communication,Remote
1394,Data Science,3.86,C++,1,Google Cloud,3,Problem Solving,Mombasa
1395,Information Technology,2.5,C++,6,AWS,6,Teamwork,Remote
1396,Information Technology,2.31,React,4,None,1,Leadership,Mombasa
1397,Computer Science,3.19,React,6,Cisco,5,Leadership,Mombasa
1398,Information Technology,2.11,Python,1,Cisco,2,Teamwork,Remote
1399,Data Science,3.76,C++,3,None,2,Communication,Nairobi
1400,Information Technology,2.33,Machine Learning,2,Google Cloud,1,Teamwork,Remote
1401,Software Engineering,3.21,Python,0,Google Cloud,4,Leadership,Mombasa
1402,Computer Science,3.98,Machine Learning,2,Cisco,4,Leadership,Remote
1403,Information Technology,2.69,Machine Learning,3,Google Cloud,4,Teamwork,Kisumu
1404,Software Engineering,3.13,SQL,6,None,1,Leadership,Kisumu
1405,Software Engineering,2.31,JavaScript,5,None,3,Leadership,Kisumu
1406,Data Science,2.97,Java,3,Google Cloud,1,Problem Solving,Nairobi
1407,Information Technology,2.98,Python,3,AWS,1,Teamwork,Nairobi
1408,Computer Science,2.95,Java,1,None,5,Communication,Mombasa
1409,Software Engineering,2.9,Java,7,AWS,0,Teamwork,Kisumu
1410,Computer Science,3.25,Java,5,AWS,1,Teamwork,Remote
1411,Data Science,2.48,SQL,2,Google Cloud,3,Teamwork,Nairobi
1412,Computer Science,3.26,C++,6,None,0,Teamwork,Mombasa
1413,Data Science,3.3,JavaScript,5,None,4,Leadership,Remote
1414,Information Technology,3.56,Java,6,AWS,5,Communication,Nairobi
1415,Data Science,3.9,Flask,5,Cisco,0,Communication,Remote
1416,Software Engineering,2.93,React,6,Google Cloud,1,Problem Solving,Mombasa
1417,Information Technology,3.13,React,2,AWS,6,Problem Solving,Kisumu
1418,Information Technology,2.52,SQL,1,None,4,Leadership,Kisumu
1419,Computer Science,3.13,SQL,0,AWS,5,Leadership,Kisumu
1420,Software Engineering,2.23,C++,5,None,0,Problem Solving,Kisumu
1421,Information Technology,2.42,JavaScript,3,Google Cloud,0,Teamwork,Mombasa
1422,Data Science,2.19,SQL,1,AWS,1,Leadership,Kisumu
1423,Software Engineering,3.25,React,4,AWS,4,Problem Solving,Nairobi
1424,Software Engineering,3.87,React,2,Google Cloud,2,Communication,Kisumu
1425,Software Engineering,3.55,Machine Learning,4,AWS,0,Leadership,Mombasa
1426,Data Science,3.05,JavaScript,2,AWS,0,Problem Solving,Remote
1427,Data Science,3.22,JavaScript,1,None,1,Problem Solving,Remote
1428,Data Science,3.22,React,5,AWS,0,Communication,Remote
1429,Computer Science,2.62,JavaScript,6,AWS,2,Teamwork,Mombasa
1430,Data Science,2.45,Machine Learning,1,Google Cloud,5,Leadership,Remote
1431,Data Science,2.11,Java,3,Google Cloud,4,Problem Solving,Nairobi
1432,Information Technology,2.61,C++,0,Google Cloud,6,Communication,Remote
1433,Software Engineering,3.49,React,7,Google Cloud,6,Problem Solving,Remote
1434,Software Engineering,3.19,Flask,5,Google Cloud,0,Problem Solving,Nairobi
1435,Data Science,3.62,JavaScript,6,AWS,1,Problem Solving,Kisumu
1436,Data Science,2.19,Flask,6,Google Cloud,6,Problem Solving,Kisumu
1437,Information Technology,3.7,Java,1,None,1,Communication,Mombasa
1438,Information Technology,2.73,Flask,5,Google Cloud,3,Leadership,Kisumu
1439,Data Science,3.43,C++,3,None,6,Leadership,Remote
1440,Computer Science,3.93,Flask,3,Google Cloud,5,Leadership,Mombasa
1441,Computer Science,3.62,JavaScript,5,Google Cloud,1,Teamwork,Nairobi
1442,Computer Science,3.68,Java,2,Google Cloud,3,Teamwork,Mombasa
1443,Data Science,3.68,JavaScript,1,Google Cloud,3,Teamwork,Mombasa
1444,Data Science,3.07,Machine Learning,5,AWS,6,Teamwork,Remote
1445,Information Technology,3.01,C++,1,AWS,6,Leadership,Kisumu
1446,Information Technology,3.13,React,5,Cisco,0,Teamwork,Nairobi
1447,Computer Science,3.45,Java,6,AWS,6,Teamwork,Nairobi
1448,Data Science,3.25,Python,2,None,5,Communication,Kisumu
1449,Computer Science,2.49,C++,7,None,6,Teamwork,Kisumu
1450,Information Technology,3.65,React,1,Cisco,0,Problem Solving,Remote
1451,Computer Science,2.74,Python,4,Cisco,4,Leadership,Kisumu
1452,Data Science,3.54,Java,5,Google Cloud,3,Teamwork,Mombasa
1453,Software Engineering,3.68,SQL,2,None,6,Communication,Nairobi
1454,Data Science,3.48,JavaScript,1,Google Cloud,3,Teamwork,Nairobi
1455,Software Engineering,2.35,React,2,Cisco,0,Leadership,Nairobi
1456,Software Engineering,2.23,Python,4,Cisco,5,Communication,Remote
1457,Information Technology,2.59,Java,0,AWS,1,Teamwork,Nairobi
1458,Data Science,2.57,C++,1,None,0,Leadership,Remote
1459,Software Engineering,2.95,Flask,4,Google Cloud,6,Communication,Nairobi
1460,Software Engineering,3.53,JavaScript,5,Google Cloud,4,Leadership,Remote
1461,Software Engineering,2.19,JavaScript,6,AWS,2,Communication,Nairobi
1462,Software Engineering,2.99,Python,2,None,6,Communication,Remote
1463,Computer Science,2.41,Java,6,Google Cloud,0,Teamwork,Mombasa
1464,Data Science,2.6,C++,7,AWS,4,Problem Solving,Mombasa
1465,Software Engineering,2.23,JavaScript,4,AWS,5,Teamwork,Kisumu
1466,Computer Science,2.77,JavaScript,2,AWS,4,Problem Solving,Mombasa
1467,Information Technology,2.23,JavaScript,6,Cisco,0,Leadership,Mombasa
1468,Software Engineering,2.48,JavaScript,0,Google Cloud,3,Communication,Nairobi
1469,Data Science,2.38,Machine Learning,0,Google Cloud,5,Communication,Kisumu
1470,Computer Science,3.14,React,4,AWS,2,Teamwork,Remote
1471,Software Engineering,2.4,React,0,AWS,4,Problem Solving,Nairobi
1472,Software Engineering,2.22,Machine Learning,5,None,2,Communication,Remote
1473,Information Technology,2.11,React,6,None,3,Communication,Nairobi
1474,Data Science,2.82,Python,0,Google Cloud,1,Leadership,Nairobi
1475,Data Science,3.71,Java,1,Cisco,0,Teamwork,Remote
1476,Data Science,3.45,Machine Learning,3,Cisco,2,Communication,Mombasa
1477,Computer Science,3.56,Flask,3,None,1,Teamwork,Nairobi
1478,Information Technology,2.99,C++,1,None,5,Communication,Mombasa
1479,Information Technology,2.02,Flask,1,AWS,4,Leadership,Nairobi
1480,Computer Science,3.52,Java,4,Google Cloud,3,Problem Solving,Nairobi
1481,Computer Science,3.49,React,4,None,3,Teamwork,Nairobi
1482,Computer Science,2.59,SQL,3,AWS,3,Leadership,Mombasa
1483,Information Technology,3.21,React,5,None,2,Teamwork,Remote
1484,Computer Science,3.74,Java,2,None,2,Teamwork,Remote
1485,Computer Science,2.6,SQL,4,Google Cloud,6,Leadership,Remote
1486,Data Science,2.38,SQL,6,Cisco,6,Communication,Nairobi
1487,Information Technology,3.71,SQL,0,Cisco,6,Communication,Remote
1488,Data Science,2.55,Java,7,AWS,2,Problem Solving,Remote
1489,Data Science,3.18,Java,5,AWS,5,Teamwork,Nairobi
1490,Data Science,2.55,JavaScript,3,Google Cloud,6,Communication,Kisumu
1491,Data Science,3.21,Python,5,Google Cloud,6,Communication,Nairobi
1492,Data Science,3.94,Python,3,Google Cloud,2,Leadership,Kisumu
1493,Computer Science,2.2,Flask,5,Cisco,1,Leadership,Remote
1494,Data Science,2.99,SQL,2,Google Cloud,5,Leadership,Kisumu
1495,Information Technology,3.97,JavaScript,4,AWS,3,Problem Solving,Nairobi
1496,Computer Science,3.03,Machine Learning,2,Cisco,4,Communication,Kisumu
1497,Computer Science,2.93,Python,1,AWS,2,Problem Solving,Nairobi
1498,Data Science,3.06,Flask,3,Google Cloud,3,Leadership,Remote
1499,Software Engineering,2.19,React,4,None,4,Leadership,Mombasa
1500,Information Technology,3.55,Python,5,None,3,Communication,Kisumu
1501,Software Engineering,2.95,JavaScript,5,None,1,Teamwork,Remote
1502,Data Science,3.43,Flask,4,AWS,3,Communication,Kisumu
1503,Data Science,2.31,React,0,None,2,Communication,Mombasa
1504,Computer Science,3.67,JavaScript,4,Cisco,3,Problem Solving,Nairobi
1505,Software Engineering,3.71,Machine Learning,6,Google Cloud,1,Leadership,Kisumu
1506,Software Engineering,3.39,React,2,Cisco,6,Problem Solving,Kisumu
1507,Software Engineering,2.27,Machine Learning,4,Google Cloud,0,Leadership,Nairobi
1508,Data Science,3.27,Java,0,Cisco,2,Leadership,Mombasa
1509,Software Engineering,3.0,C++,1,None,3,Problem Solving,Remote
1510,Software Engineering,2.87,C++,1,None,4,Teamwork,Remote
1511,Information Technology,3.24,Flask,1,AWS,2,Problem Solving,Nairobi
1512,Information Technology,3.26,Machine Learning,4,AWS,4,Communication,Nairobi
1513,Computer Science,2.58,Flask,3,AWS,6,Problem Solving,Remote
1514,Computer Science,2.79,Machine Learning,7,Google Cloud,1,Communication,Nairobi
